prediction;test_price
68.29;85.0
68.61;84.13
68.41;84.19
67.52;85.72
67.09;86.73
67.76;86.99
69.01;87.55
69.46;87.73
69.61;88.45
69.74;88.11
69.93;88.23
69.82;88.73
69.72;88.77
70.2;87.95
69.88;86.71
69.7;87.93
69.04;87.68
69.06;87.12
69.75;86.42
69.63;87.58
68.91;88.75
68.82;89.02
69.41;90.28
69.43;90.75
70.47;90.49
70.94;91.07
70.76;91.52
70.68;90.76
71.13;90.27
71.04;89.85
70.7;88.53
70.35;88.06
69.58;88.96
69.26;89.88
69.49;90.33
69.41;90.53
69.93;91.23
70.17;90.31
70.55;90.42
70.36;91.22
70.5;90.8
71.46;90.25
71.33;91.19
71.76;90.78
72.45;91.02
72.09;90.06
72.31;88.81
71.71;89.34
70.69;87.17
70.58;88.1
69.69;90.18
69.12;97.06
69.74;98.37
73.03;97.77
74.84;97.49
74.82;97.68
74.79;97.63
74.65;99.27
75.05;99.83
75.8;99.78
76.43;99.54
76.58;99.56
76.11;100.2
75.37;100.62
75.41;100.31
75.85;101.17
75.75;100.21
76.17;99.75
75.76;101.48
75.41;101.92
76.65;101.17
77.62;100.66
77.88;99.5
77.8;100.88
77.24;98.8
77.46;98.61
76.68;102.71
76.07;102.01
77.65;102.9
78.22;102.51
78.35;103.47
77.9;102.9
77.84;103.92
77.62;103.71
77.95;102.65
77.82;100.63
77.66;100.86
77.05;101.09
76.42;101.7
76.02;100.52
77.02;101.05
76.8;101.59
76.7;101.23
76.6;101.04
76.27;101.93
75.76;102.32
76.83;102.5
78.27;102.08
79.11;102.22
78.69;102.53
78.2;103.6
78.39;102.25
78.73;103.71
78.07;103.2
78.28;103.45
77.99;104.46
76.86;104.97
76.97;105.57
77.03;105.34
77.5;105.24
77.56;104.19
78.07;105.92
77.37;106.41
78.13;106.2
78.93;105.15
79.79;104.71
79.38;105.53
78.42;104.08
78.79;104.69
77.77;104.64
77.09;105.35
77.43;105.71
77.64;105.74
78.21;105.96
78.17;105.61
78.46;105.79
77.97;105.67
78.49;104.88
78.94;105.77
78.2;105.93
77.6;105.77
77.37;106.34
77.16;106.14
77.02;106.54
77.05;105.71
76.85;105.71
76.22;104.74
76.16;104.0
76.08;105.42
76.16;106.01
77.26;105.37
78.05;105.59
78.1;106.44
78.0;106.85
78.57;108.51
79.1;107.93
79.06;108.8
79.7;109.65
79.57;109.03
80.01;109.68
80.31;110.2
80.21;108.34
80.7;109.39
80.02;110.98
80.42;110.82
79.97;111.53
79.57;112.88
79.73;111.04
80.07;111.43
79.2;112.24
78.75;113.79
78.72;113.6
78.72;114.03
79.34;114.78
80.29;114.57
80.16;115.27
80.68;115.01
81.45;115.03
81.52;114.52
81.36;114.62
81.32;113.99
80.99;114.19
80.66;115.52
80.36;115.7
80.25;115.67
79.9;116.75
79.36;117.3
79.6;106.54
79.86;104.64
76.08;105.41
74.05;107.0
74.21;104.11
75.29;103.13
75.05;103.64
74.53;103.3
74.8;105.12
74.29;103.08
74.85;102.61
74.57;96.41
74.76;95.28
73.02;91.92
71.21;92.43
69.81;95.65
70.4;98.49
72.42;98.78
74.5;98.21
75.1;95.92
74.32;98.22
72.19;98.31
72.32;97.33
73.22;100.26
72.71;98.23
73.21;98.9
72.87;100.71
73.43;100.08
74.03;99.7
73.06;100.21
73.08;100.44
73.43;99.13
73.26;99.68
72.56;98.79
71.87;97.91
72.04;96.99
71.01;96.68
72.09;94.94
71.88;95.83
70.48;98.51
70.96;98.97
72.44;99.29
73.07;100.1
74.15;100.03
75.52;99.66
75.23;100.84
73.63;101.75
73.12;102.51
73.67;102.75
74.23;101.92
74.14;104.0
72.8;104.34
72.1;105.52
72.21;105.88
73.68;106.12
74.41;109.17
73.92;109.01
75.07;109.43
74.4;109.67
74.21;110.22
74.36;110.89
74.74;109.64
75.37;110.89
74.95;111.37
75.13;109.17
75.18;108.92
74.54;111.5
74.68;112.22
75.73;113.19
76.18;112.32
75.98;112.02
75.27;110.7
74.97;111.74
74.4;111.94
74.91;113.88
74.79;114.43
75.04;115.74
74.91;115.11
75.76;113.7
76.11;114.39
76.01;110.98
75.9;109.38
74.21;111.23
72.25;109.89
73.57;107.85
73.77;110.12
73.07;109.73
73.06;108.42
72.94;107.45
71.87;107.45
70.86;104.81
71.21;106.08
70.23;108.81
70.24;110.39
71.59;108.66
72.66;104.5
72.53;103.4
71.21;103.55
69.85;102.41
69.54;102.7
68.65;104.04
68.59;103.88
69.59;103.16
69.9;101.94
69.61;99.9
69.15;97.88
68.66;97.36
67.92;96.53
67.66;96.28
67.39;96.93
68.03;98.43
69.03;95.54
70.06;96.15
70.25;91.09
70.67;91.16
68.62;89.77
68.36;91.21
67.24;94.0
67.32;92.44
69.26;93.39
68.67;91.5
69.64;90.74
69.42;92.96
68.25;92.31
69.34;90.34
69.27;92.3
68.78;92.58
69.39;91.09
69.83;89.37
69.35;89.56
68.37;86.19
68.19;87.61
66.43;88.43
66.27;90.13
67.08;92.65
67.6;92.33
69.47;92.17
69.98;93.49
70.04;92.53
70.56;92.58
70.38;92.79
69.53;92.46
68.47;92.67
68.52;94.73
68.53;94.1
68.97;95.87
68.88;95.54
69.36;96.42
69.26;94.9
68.99;94.74
68.2;94.14
68.06;95.01
67.3;95.86
67.78;95.3
68.5;95.5
68.37;96.62
69.53;96.24
69.64;95.52
69.1;94.66
68.65;93.94
67.75;94.31
67.38;95.16
67.55;95.23
67.89;95.95
68.04;96.34
68.39;96.11
67.7;95.73
67.41;94.1
67.28;94.57
66.46;93.29
65.99;93.54
65.01;93.39
64.93;94.44
65.15;96.51
65.71;95.68
66.53;95.64
66.18;98.45
65.6;99.57
66.98;100.18
67.4;99.83
68.04;100.67
68.21;101.45
68.07;101.76
69.18;102.13
69.84;100.92
69.98;100.17
69.64;101.24
69.02;100.68
69.71;100.57
69.46;101.79
69.51;102.39
69.87;102.19
70.44;103.41
70.78;99.23
70.02;98.67
68.34;97.52
68.59;97.36
68.22;96.95
67.94;96.04
67.97;95.47
67.46;96.8
66.97;96.22
67.76;96.54
67.64;96.88
67.53;96.83
68.34;97.29
68.46;96.25
68.81;95.58
68.89;95.77
68.9;95.8
68.85;95.83
68.67;95.41
68.92;95.11
69.34;94.92
69.79;94.43
70.55;94.65
70.27;95.46
70.29;95.33
70.15;95.44
70.22;96.04
71.31;96.59
71.6;95.87
71.52;95.84
71.97;96.06
72.31;92.86
72.93;91.56
72.05;93.18
70.97;94.08
71.41;94.9
71.88;95.1
72.5;94.74
71.82;95.51
71.52;96.16
71.65;97.35
72.45;97.7
72.53;97.91
73.39;97.6
74.49;97.69
73.8;97.52
72.99;97.86
71.93;97.2
71.67;95.98
71.14;95.77
70.24;95.48
69.3;95.17
69.03;94.48
68.28;94.13
67.98;93.72
67.35;93.76
67.19;93.36
67.03;92.84
66.9;93.9
67.11;92.99
67.45;93.64
67.68;93.56
68.28;94.46
67.93;95.63
67.8;95.54
68.09;94.63
67.88;94.88
67.9;94.67
67.69;94.66
67.56;94.44
67.83;94.19
67.57;93.68
67.33;93.78
67.22;93.63
67.45;93.37
67.88;93.04
67.49;92.7
66.93;92.69
66.72;92.3
66.69;92.11
66.75;92.26
67.04;91.66
66.57;91.57
66.69;91.94
66.34;90.31
66.77;91.5
66.94;90.58
67.18;90.15
66.61;90.39
66.74;90.45
66.28;90.51
66.25;90.83
66.76;90.28
66.81;91.28
66.38;91.14
66.38;89.86
66.31;89.63
66.16;90.09
66.09;89.7
66.69;90.74
66.68;90.38
67.07;90.48
67.23;90.34
67.18;90.71
67.54;90.38
67.63;90.38
67.45;89.76
67.04;89.32
66.82;89.04
66.63;89.22
66.91;88.76
67.78;89.09
67.38;89.83
67.65;89.93
67.99;90.91
68.01;91.24
68.78;90.63
69.0;91.36
68.61;91.87
68.98;91.71
69.38;90.57
70.29;90.28
69.81;89.81
69.39;91.24
68.96;90.34
69.35;92.27
69.4;92.22
70.61;92.48
70.73;92.79
71.19;95.45
71.01;95.68
71.47;95.47
72.06;96.86
71.77;97.1
72.26;96.0
72.43;95.4
72.0;95.48
71.46;96.02
71.88;96.56
71.88;96.71
71.69;97.39
71.32;96.86
71.06;96.68
70.86;96.25
70.85;97.68
70.37;98.36
70.91;99.66
71.29;101.8
71.72;103.26
72.43;102.47
73.85;102.26
73.89;102.46
73.78;102.79
73.72;102.32
74.11;103.69
73.61;103.85
73.79;103.94
73.88;103.81
73.29;103.54
72.96;103.56
72.46;102.7
72.48;102.96
71.9;102.62
